Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6410,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6410,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14467,Doors,Entrance,Not Applicable,High: > 9745,1,14467,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6298,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6298,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5153,Doors,Balcony,Not Applicable,Low: <= 5307,1,5153,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12577,Doors,Entrance,Not Applicable,High: > 9745,1,12577,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3916,Doors,Interior,Not Applicable,Low: <= 5307,1,3916,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11882,Doors,Entrance,Not Applicable,High: > 9745,1,11882,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12749,Doors,Entrance,Not Applicable,High: > 9745,1,12749,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5722,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5722,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6074,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6074,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6752,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6752,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7398,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7398,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4809,Doors,Interior,Not Applicable,Low: <= 5307,1,4809,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6701,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6701,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4931,Doors,Interior,Not Applicable,Low: <= 5307,1,4931,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6867,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6867,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6317,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6317,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5615,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5615,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7460,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7460,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4664,Doors,Interior,Not Applicable,Low: <= 5307,1,4664,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11238,Doors,Entrance,Not Applicable,High: > 9745,1,11238,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4574,Doors,Interior,Not Applicable,Low: <= 5307,1,4574,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4296,Doors,Interior,Not Applicable,Low: <= 5307,1,4296,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6141,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6141,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4663,Doors,Interior,Not Applicable,Low: <= 5307,1,4663,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5242,Doors,Balcony,Not Applicable,Low: <= 5307,1,5242,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11127,Doors,Entrance,Not Applicable,High: > 9745,1,11127,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3438,Doors,Interior,Not Applicable,Low: <= 5307,1,3438,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4045,Doors,Interior,Not Applicable,Low: <= 5307,1,4045,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5356,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5356,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5575,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5575,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4920,Doors,Balcony,Not Applicable,Low: <= 5307,1,4920,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5419,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5419,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5267,Doors,Balcony,Not Applicable,Low: <= 5307,1,5267,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3329,Doors,Interior,Not Applicable,Low: <= 5307,1,3329,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4988,Doors,Balcony,Not Applicable,Low: <= 5307,1,4988,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5090,Doors,Interior,Not Applicable,Low: <= 5307,1,5090,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4976,Doors,Balcony,Not Applicable,Low: <= 5307,1,4976,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14489,Doors,Entrance,Not Applicable,High: > 9745,1,14489,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12976,Doors,Entrance,Not Applicable,High: > 9745,1,12976,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5555,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5555,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10248,Doors,Entrance,Not Applicable,High: > 9745,1,10248,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5356,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5356,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4584,Doors,Balcony,Not Applicable,Low: <= 5307,1,4584,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9731,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9731,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11453,Doors,Entrance,Not Applicable,High: > 9745,1,11453,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9928,Doors,Entrance,Not Applicable,High: > 9745,1,9928,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10997,Doors,Entrance,Not Applicable,High: > 9745,1,10997,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6876,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6876,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10030,Doors,Entrance,Not Applicable,High: > 9745,1,10030,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12423,Doors,Entrance,Not Applicable,High: > 9745,1,12423,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3744,Doors,Interior,Not Applicable,Low: <= 5307,1,3744,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5729,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5729,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3367,Doors,Interior,Not Applicable,Low: <= 5307,1,3367,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5841,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5841,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12850,Doors,Entrance,Not Applicable,High: > 9745,1,12850,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13458,Doors,Entrance,Not Applicable,High: > 9745,1,13458,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5154,Doors,Balcony,Not Applicable,Low: <= 5307,1,5154,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4765,Doors,Interior,Not Applicable,Low: <= 5307,1,4765,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3369,Doors,Interior,Not Applicable,Low: <= 5307,1,3369,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4242,Doors,Interior,Not Applicable,Low: <= 5307,1,4242,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7276,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7276,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4244,Doors,Interior,Not Applicable,Low: <= 5307,1,4244,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5984,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5984,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13851,Doors,Entrance,Not Applicable,High: > 9745,1,13851,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5864,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5864,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5355,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5355,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14488,Doors,Entrance,Not Applicable,High: > 9745,1,14488,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7300,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7300,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13288,Doors,Entrance,Not Applicable,High: > 9745,1,13288,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5114,Doors,Interior,Not Applicable,Low: <= 5307,1,5114,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13984,Doors,Entrance,Not Applicable,High: > 9745,1,13984,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6022,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6022,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3241,Doors,Interior,Not Applicable,Low: <= 5307,1,3241,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5897,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5897,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6690,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6690,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12679,Doors,Entrance,Not Applicable,High: > 9745,1,12679,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5715,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5715,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9997,Doors,Entrance,Not Applicable,High: > 9745,1,9997,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4935,Doors,Interior,Not Applicable,Low: <= 5307,1,4935,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3644,Doors,Interior,Not Applicable,Low: <= 5307,1,3644,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4796,Doors,Balcony,Not Applicable,Low: <= 5307,1,4796,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4990,Doors,Interior,Not Applicable,Low: <= 5307,1,4990,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4877,Doors,Interior,Not Applicable,Low: <= 5307,1,4877,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10981,Doors,Entrance,Not Applicable,High: > 9745,1,10981,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13937,Doors,Entrance,Not Applicable,High: > 9745,1,13937,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3658,Doors,Interior,Not Applicable,Low: <= 5307,1,3658,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11498,Doors,Entrance,Not Applicable,High: > 9745,1,11498,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5722,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5722,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9966,Doors,Entrance,Not Applicable,High: > 9745,1,9966,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4909,Doors,Balcony,Not Applicable,Low: <= 5307,1,4909,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5087,Doors,Balcony,Not Applicable,Low: <= 5307,1,5087,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3465,Doors,Interior,Not Applicable,Low: <= 5307,1,3465,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7117,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7117,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11215,Doors,Entrance,Not Applicable,High: > 9745,1,11215,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6152,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6152,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9825,Doors,Entrance,Not Applicable,High: > 9745,1,9825,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13639,Doors,Entrance,Not Applicable,High: > 9745,1,13639,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5220,Doors,Interior,Not Applicable,Low: <= 5307,1,5220,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5865,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5865,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4741,Doors,Interior,Not Applicable,Low: <= 5307,1,4741,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11171,Doors,Entrance,Not Applicable,High: > 9745,1,11171,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11519,Doors,Entrance,Not Applicable,High: > 9745,1,11519,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5738,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5738,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5989,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5989,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4713,Doors,Interior,Not Applicable,Low: <= 5307,1,4713,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9621,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9621,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6929,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6929,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5673,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5673,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4468,Doors,Interior,Not Applicable,Low: <= 5307,1,4468,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11013,Doors,Entrance,Not Applicable,High: > 9745,1,11013,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11273,Doors,Entrance,Not Applicable,High: > 9745,1,11273,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4171,Doors,Interior,Not Applicable,Low: <= 5307,1,4171,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4312,Doors,Interior,Not Applicable,Low: <= 5307,1,4312,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14434,Doors,Entrance,Not Applicable,High: > 9745,1,14434,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5652,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5652,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5414,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5414,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11721,Doors,Entrance,Not Applicable,High: > 9745,1,11721,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12803,Doors,Entrance,Not Applicable,High: > 9745,1,12803,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11669,Doors,Entrance,Not Applicable,High: > 9745,1,11669,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5714,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5714,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3321,Doors,Interior,Not Applicable,Low: <= 5307,1,3321,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11151,Doors,Entrance,Not Applicable,High: > 9745,1,11151,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13161,Doors,Entrance,Not Applicable,High: > 9745,1,13161,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7391,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7391,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5355,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5355,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7087,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7087,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4901,Doors,Balcony,Not Applicable,Low: <= 5307,1,4901,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4600,Doors,Balcony,Not Applicable,Low: <= 5307,1,4600,Doors
