Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Ceilings_Quality,Doors_Quality,Electrical_Basic_Quality,Electrical_Finishing_Quality,Flooring_Quality,Paints_Quality,Plumbing_Quality,Sanitary_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Total_Finishing_Cost_EGP
97.4,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,167327.62
116.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,0,0,0,PVC Pipes,238687.08
71.2,2,1,1,0,1,High,High,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,180918.54
110.6,3,2,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,247756.14
90.9,2,1,1,1,1,High,High,High,High,Medium,High,High,High,High,0,0,1,PVC Pipes,198854.58
77.6,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,137898.49
98.0,2,1,1,1,1,Low,Medium,Medium,Low,Medium,Medium,Medium,Low,Low,0,0,0,PPR Pipes,172240.32
79.6,2,1,1,0,1,Low,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,0,0,1,PVC Pipes,144308.35
115.2,3,1,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,186659.97
142.2,3,2,1,1,1,High,High,High,Medium,High,High,High,High,Medium,1,1,1,PVC Pipes,324091.38
98.6,2,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,0,1,0,PVC Pipes,196033.85
83.7,2,1,1,1,1,High,High,High,High,High,Medium,Medium,Medium,High,1,1,1,PVC Pipes,204969.93
148.4,4,2,1,0,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,0,0,0,PPR Pipes,269717.82
107.0,3,2,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,237425.2
215.7,5,2,1,1,1,High,Medium,High,High,Medium,Medium,Medium,High,High,1,1,1,PVC Pipes,462185.24
194.6,5,3,1,3,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,358924.64
142.2,4,2,1,1,1,Medium,Medium,Medium,Low,Medium,High,Medium,Low,Medium,1,0,0,PVC Pipes,314856.28
124.0,3,1,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,206208.92
171.4,4,2,1,3,1,Medium,Low,High,Medium,Medium,High,High,High,Medium,1,1,1,PVC Pipes,358592.03
103.0,3,2,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,203904.3
143.6,3,2,1,2,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,1,0,PPR Pipes,278378.14
121.6,3,1,1,2,1,Low,Low,Medium,Medium,Medium,Low,Low,Low,Low,1,0,0,PPR Pipes,247047.82
153.7,3,2,1,1,1,High,High,Medium,Medium,Medium,High,High,High,High,1,1,1,PVC Pipes,366248.41
81.5,2,1,1,0,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,1,1,1,PVC Pipes,164434.05
126.8,3,2,1,1,1,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,0,1,0,PVC Pipes,224413.82
133.9,3,2,1,3,1,High,High,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,324429.67
85.5,2,1,1,2,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,0,0,1,PVC Pipes,160788.54
91.6,2,1,1,2,1,Low,Low,Medium,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,169450.85
80.0,2,1,1,2,1,High,High,High,High,High,Medium,High,High,Medium,1,1,1,PVC Pipes,203410.82
77.7,2,1,1,1,1,High,High,High,High,High,High,High,High,High,1,0,1,PVC Pipes,195993.71
122.8,3,2,1,1,1,Medium,Low,Medium,Medium,Medium,Low,High,Medium,Medium,0,0,1,PVC Pipes,241340.65
75.3,2,1,1,0,1,Low,Medium,Low,Medium,Low,Medium,Medium,Low,Low,0,1,0,PPR Pipes,144936.61
103.9,2,1,1,2,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,195864.83
121.3,3,1,1,1,1,High,Medium,High,High,Medium,High,High,Medium,High,1,1,1,PVC Pipes,261211.32
100.5,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Low,0,1,1,PVC Pipes,192715.81
123.1,3,2,1,1,1,High,Medium,High,High,High,High,Medium,High,High,1,0,1,PVC Pipes,282806.8
183.1,4,1,1,2,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,0,1,1,PVC Pipes,326430.8
103.7,2,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,0,0,0,PVC Pipes,184267.8
84.6,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,1,0,0,PVC Pipes,171906.04
69.6,2,1,1,0,1,High,High,High,High,Medium,High,High,Medium,Medium,1,1,1,PVC Pipes,176205.55
126.1,3,1,1,2,1,High,High,High,High,Medium,Medium,Medium,High,Medium,1,1,1,PVC Pipes,280839.3
155.3,4,1,1,2,1,High,High,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,355403.55
172.9,4,1,1,1,1,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,0,1,1,PVC Pipes,308844.29
94.2,2,1,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,0,0,1,PPR Pipes,190006.96
153.6,4,2,1,1,1,High,High,High,High,High,Medium,Medium,High,Medium,1,1,0,PVC Pipes,361820.42
86.2,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,0,0,0,PVC Pipes,162032.09
177.8,4,2,1,1,1,High,High,High,High,High,High,High,High,Medium,1,1,1,PVC Pipes,386242.98
126.5,3,1,1,1,1,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,207021.06
87.6,2,1,1,1,1,High,High,High,Medium,Medium,High,High,Medium,High,1,1,1,PVC Pipes,212703.45
110.9,3,2,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,0,1,1,PVC Pipes,230189.86
126.0,3,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,0,0,1,PPR Pipes,224305.18
90.9,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,185449.03
126.4,3,2,1,1,1,Medium,Medium,Medium,Low,High,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,220580.2
202.9,5,3,1,2,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Low,0,1,1,PVC Pipes,354546.5
73.7,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,0,0,PVC Pipes,158993.97
145.1,3,2,1,0,1,High,High,High,Medium,High,High,High,Medium,High,1,1,1,PVC Pipes,320937.46
120.1,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,1,0,1,PVC Pipes,262972.43
159.1,4,2,1,3,1,Medium,Medium,Medium,Low,Medium,Medium,Low,Low,Medium,0,0,0,PPR Pipes,294010.68
192.4,5,3,1,3,2,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,1,1,0,PVC Pipes,420323.68
126.5,3,2,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,249514.88
153.5,4,1,1,2,1,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,256017.33
88.2,2,1,1,2,1,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Low,0,0,0,PVC Pipes,174170.28
166.7,4,2,1,2,1,Low,Low,Low,Low,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,302058.04
204.0,5,2,1,3,1,Medium,High,High,Medium,Medium,Medium,Medium,Low,High,0,1,0,PPR Pipes,364987.79
50.0,1,1,1,1,1,High,Medium,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,141037.61
127.4,3,2,1,1,1,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,224300.13
92.9,2,1,1,0,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,153390.74
134.4,3,2,1,1,1,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,297658.48
89.6,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,162743.56
82.4,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,178509.9
112.5,3,2,1,1,1,Medium,Medium,Medium,Low,Medium,High,Medium,High,High,1,1,1,PVC Pipes,271387.76
91.3,2,1,1,2,1,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,1,1,1,PVC Pipes,222675.43
137.6,4,1,1,1,1,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,240688.78
97.3,3,1,1,1,1,Medium,High,Medium,Medium,High,Medium,Medium,Low,Low,1,0,1,PPR Pipes,228444.46
99.0,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,199281.07
129.0,3,2,1,2,1,High,High,Medium,High,High,High,High,High,Medium,0,1,1,PVC Pipes,266072.16
110.3,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,240081.51
146.9,4,2,1,2,1,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,264035.34
114.5,3,2,1,1,1,High,High,Medium,Medium,Medium,High,High,High,High,1,1,1,PVC Pipes,270390.6
93.2,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,High,Medium,Low,1,0,0,PVC Pipes,204666.13
78.2,2,1,1,1,1,Low,Low,Low,Low,Medium,Low,Low,Low,Low,1,0,0,PPR Pipes,147547.24
164.3,4,2,1,1,1,Medium,Medium,High,Medium,Medium,Low,Low,Medium,Medium,1,1,0,PVC Pipes,336704.76
106.3,3,2,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,1,0,0,PVC Pipes,241880.29
94.0,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,213559.95
159.4,4,2,1,2,1,High,High,High,Medium,High,High,Medium,High,Medium,0,0,0,PVC Pipes,297376.97
124.6,3,2,1,0,1,High,High,High,High,High,Medium,High,Medium,Medium,1,1,1,PVC Pipes,288911.68
83.5,2,1,1,1,1,Medium,Low,High,Medium,High,Medium,Low,Low,Medium,0,1,1,PPR Pipes,168803.97
89.6,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,1,0,PVC Pipes,225876.7
68.8,2,1,1,1,1,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Low,0,0,0,PVC Pipes,139547.38
50.0,1,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,1,1,1,PVC Pipes,124775.25
171.4,4,2,1,2,1,High,High,Medium,Medium,Medium,High,Medium,High,High,1,1,1,PVC Pipes,379712.62
77.2,2,1,1,0,1,Medium,High,High,Medium,Medium,Low,Medium,Low,Medium,1,1,0,PPR Pipes,171349.28
113.5,3,1,1,1,1,High,High,High,Medium,High,High,High,High,High,1,1,1,PVC Pipes,258947.65
80.3,2,1,1,0,1,Medium,High,Medium,Low,Medium,Medium,Medium,Low,Medium,1,0,0,PPR Pipes,174044.59
134.1,4,2,1,3,1,High,High,High,High,High,High,Medium,Medium,Medium,1,1,1,PVC Pipes,322462.09
103.0,3,2,1,2,1,Low,Medium,Low,Low,Low,Medium,Low,Medium,Low,0,0,0,PVC Pipes,202652.11
131.5,3,2,1,0,1,Low,Low,Medium,Low,Medium,Low,Low,Low,Medium,0,1,0,PPR Pipes,247798.73
147.0,4,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,279264.39
137.9,4,2,1,1,1,High,High,High,High,Medium,High,High,High,High,1,1,1,PVC Pipes,329919.91
195.8,5,3,1,1,1,Medium,Medium,High,Medium,High,Medium,Medium,Low,Medium,0,0,1,PPR Pipes,361983.55
138.6,4,2,1,1,1,High,High,Medium,High,High,High,Medium,High,Medium,1,1,1,PVC Pipes,311960.48
118.3,3,2,1,1,1,Low,Low,Low,Medium,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,224519.76
127.0,3,2,1,3,1,Low,Low,Low,Low,Medium,Medium,Low,Low,Medium,0,0,0,PPR Pipes,232913.26
212.1,5,3,1,2,2,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,402508.36
95.1,2,1,1,0,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,161095.55
85.1,2,1,1,1,1,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,0,1,1,PVC Pipes,169984.98
132.4,3,2,1,2,1,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,294841.87
103.0,3,2,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,197836.93
118.6,3,2,1,0,1,High,High,Medium,High,Medium,High,Medium,Medium,High,1,1,1,PVC Pipes,273171.53
110.9,3,1,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,215106.4
122.9,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,236971.39
114.4,3,2,1,1,1,High,High,Medium,High,Medium,High,Medium,High,High,1,1,1,PVC Pipes,287511.95
75.3,2,1,1,0,1,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,139895.84
115.7,3,2,1,2,1,High,High,Medium,Medium,Medium,Medium,Medium,High,High,1,1,1,PVC Pipes,272082.59
124.8,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,0,1,PVC Pipes,246208.61
133.5,3,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,282707.75
121.0,3,2,1,2,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,241769.2
111.4,3,2,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,1,0,0,PVC Pipes,233049.96
125.6,3,2,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,240366.59
103.8,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,1,1,1,PVC Pipes,223077.49
103.7,3,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,208690.66
125.7,3,1,1,1,1,Low,Low,Medium,Low,Low,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,217159.85
75.6,2,1,1,0,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,187881.46
138.2,3,1,1,1,1,Medium,Medium,High,Medium,Medium,Low,Low,Medium,Medium,1,0,0,PVC Pipes,266855.33
145.5,4,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,224497.88
117.1,3,2,1,0,1,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Low,0,0,1,PPR Pipes,221719.03
126.6,3,1,1,3,1,Low,Low,Low,Medium,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,221808.6
50.0,1,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,0,1,1,PVC Pipes,120410.56
133.8,3,2,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,240671.22
88.7,2,1,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,156895.26
116.4,3,2,1,2,1,High,High,Medium,Medium,Medium,High,Medium,High,High,1,1,1,PVC Pipes,301120.22
79.2,2,1,1,1,1,Low,Low,Low,Low,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,140812.79
68.8,2,1,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,0,0,0,PVC Pipes,148629.94
137.8,4,1,1,1,1,Medium,Low,Low,Medium,Medium,High,Medium,Medium,Medium,1,1,0,PVC Pipes,276634.03
116.0,3,2,1,1,1,Low,Low,Medium,Medium,Low,Low,Medium,Low,Medium,0,1,0,PPR Pipes,234469.06
165.7,4,1,1,1,1,Low,Medium,Medium,Low,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,272495.21
116.4,3,2,1,1,1,Low,Low,Medium,Low,Low,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,220400.82
149.9,4,2,1,2,1,High,High,High,Medium,High,High,Medium,Medium,Medium,1,1,1,PVC Pipes,345242.62
170.8,4,2,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,296510.05
107.9,3,1,1,2,1,Low,Low,Low,Low,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,198746.64
105.5,3,2,1,3,1,Medium,Low,High,Medium,Medium,Medium,Medium,Low,High,0,1,1,PPR Pipes,241434.49
93.1,2,1,1,1,1,High,Medium,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,217429.42
122.6,3,2,1,2,1,High,High,High,High,Medium,High,Medium,Medium,High,1,1,1,PVC Pipes,295508.33
175.2,4,2,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,370048.64
159.6,4,1,1,2,1,Medium,Medium,Medium,High,Low,High,Medium,Medium,High,1,0,1,PVC Pipes,335604.45
100.8,2,1,1,1,1,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,0,0,1,PVC Pipes,196491.27
165.0,4,2,1,2,1,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Low,0,1,1,PVC Pipes,306757.9
53.9,1,1,1,0,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,101617.54
109.3,3,2,1,1,1,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,1,0,0,PVC Pipes,253917.82
92.4,2,1,1,1,1,High,High,High,Medium,High,High,High,High,High,1,1,1,PVC Pipes,208592.29
70.5,2,1,1,1,1,High,High,High,High,High,Medium,High,High,Medium,1,1,1,PVC Pipes,181128.47
114.6,3,1,1,1,1,Medium,High,Medium,Medium,High,Low,High,Medium,Medium,0,1,0,PVC Pipes,201253.09
157.1,4,2,1,1,1,High,High,Medium,High,High,High,High,High,High,1,0,1,PVC Pipes,338556.03
90.5,2,1,1,1,1,Medium,Medium,Low,Low,Medium,High,Low,High,Low,0,1,1,PVC Pipes,166985.55
143.2,4,2,1,1,1,Medium,Low,Medium,Medium,Medium,High,Medium,Low,Medium,0,1,1,PPR Pipes,286217.47
100.1,2,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,1,1,1,PPR Pipes,218160.18
99.8,2,1,1,1,1,High,High,Medium,High,High,High,Medium,High,High,0,1,1,PVC Pipes,189788.59
121.8,3,1,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,271906.4
141.7,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,High,High,Medium,0,1,1,PVC Pipes,268933.82
77.3,2,1,1,1,1,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,0,0,1,PVC Pipes,161902.72
111.8,3,1,1,1,1,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,1,0,1,PVC Pipes,246083.68
115.2,3,2,1,0,1,High,High,High,High,High,Medium,High,Medium,Medium,1,0,1,PVC Pipes,282861.95
147.1,4,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,High,High,1,1,0,PVC Pipes,326469.39
99.8,3,1,1,1,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,0,1,0,PPR Pipes,182755.38
82.7,2,1,1,1,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,214647.09
134.9,3,2,1,3,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Low,1,0,0,PPR Pipes,281612.38
155.6,4,2,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,0,0,1,PPR Pipes,282354.74
144.6,4,2,1,3,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,283532.45
116.9,3,2,1,0,1,High,Medium,High,High,Medium,Medium,High,Medium,High,1,1,0,PVC Pipes,272990.0
98.1,2,1,1,1,1,Medium,Low,Medium,High,High,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,181867.12
81.6,2,1,1,1,1,High,Medium,High,High,High,High,Medium,High,Medium,1,1,1,PVC Pipes,187995.92
104.4,3,2,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,1,PPR Pipes,214922.61
209.2,5,2,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,416330.96
82.9,2,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,152125.5
127.7,3,2,1,2,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,242262.01
103.1,2,1,1,1,1,Low,Low,Low,Low,Low,Medium,Low,Low,Medium,1,0,0,PPR Pipes,193698.82
122.2,3,1,1,1,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,210826.19
113.1,3,2,1,2,1,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,Medium,0,0,1,PVC Pipes,223634.26
77.1,2,1,1,2,1,Medium,Medium,Medium,Medium,High,Low,Low,Medium,High,0,1,1,PVC Pipes,169339.02
125.9,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,1,1,0,PVC Pipes,253406.66
164.3,4,2,1,2,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,386501.13
154.5,4,2,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,0,1,1,PVC Pipes,285663.14
105.5,3,1,1,1,1,Medium,Low,High,Medium,High,Medium,Medium,Medium,High,1,1,0,PVC Pipes,228361.28
115.1,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,235924.93
80.2,2,1,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,146546.28
103.3,3,1,1,2,1,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,224834.05
153.4,4,2,1,1,1,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,0,0,1,PPR Pipes,287474.29
62.7,1,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,144768.05
174.9,4,2,1,3,1,Low,Low,Medium,Low,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,315344.9
55.0,1,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,0,0,PVC Pipes,132097.28
167.7,4,2,1,2,1,Medium,High,High,Medium,High,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,354376.5
105.2,3,1,1,2,1,High,High,High,High,Medium,Medium,High,High,High,1,1,1,PVC Pipes,244222.36
138.0,3,2,1,1,1,Medium,Low,Medium,Medium,Medium,High,Low,Medium,Medium,0,1,1,PVC Pipes,260037.65
126.1,3,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,1,0,1,PPR Pipes,281251.87
174.3,4,2,1,2,1,High,High,High,Medium,High,Medium,Medium,High,High,1,1,1,PVC Pipes,370139.73
134.6,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,0,1,PVC Pipes,299186.33
153.0,4,1,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,0,0,0,PVC Pipes,254694.1
95.4,2,1,1,0,1,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,1,0,0,PVC Pipes,208913.44
80.7,2,1,1,1,1,Low,Low,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,157790.69
120.3,3,1,1,1,1,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,0,1,PVC Pipes,225596.97
64.9,1,1,1,0,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,154836.54
144.5,4,2,1,2,1,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,1,0,1,PVC Pipes,297103.91
112.9,3,2,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,241753.81
82.6,3,1,1,1,1,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,172766.72
127.6,3,2,1,1,1,Medium,High,Medium,Medium,Medium,Low,High,Medium,Medium,1,1,0,PVC Pipes,299415.86
88.4,2,1,1,1,1,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,0,0,0,PVC Pipes,165272.02
81.6,2,1,1,2,1,Medium,High,Medium,Medium,Medium,High,Medium,Low,Low,0,1,1,PPR Pipes,176073.19
91.2,2,1,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,162047.13
77.1,2,1,1,1,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,193404.96
159.9,4,2,1,0,1,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,1,1,0,PVC Pipes,321369.08
104.8,3,2,1,2,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,High,1,1,0,PVC Pipes,247266.68
72.2,1,1,1,0,1,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,1,1,0,PVC Pipes,152627.39
98.7,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,191672.82
70.2,2,1,1,2,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,140452.29
101.9,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,189681.4
159.7,4,2,1,3,1,Medium,Medium,High,Medium,Medium,Low,Low,High,Medium,0,0,0,PVC Pipes,298531.54
102.5,3,2,1,1,1,High,High,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,264157.46
125.6,3,2,1,3,1,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,0,1,1,PVC Pipes,256481.44
170.8,4,2,1,2,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,1,0,0,PVC Pipes,371019.95
140.2,3,2,1,0,1,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,243128.86
79.3,2,1,1,2,1,Low,Medium,Low,Low,Medium,Medium,Low,Low,Medium,0,0,0,PPR Pipes,145983.63
