Product_ID,Finishing_Category,Subcategory,Product_Name,Brand,Product_Type,Material,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
P004666,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,180,Piece,Per_Bathroom,6.0,Bathroom,False
P004667,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,175,Piece,Per_Bathroom,6.0,Bathroom,False
P004668,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,470,Piece,Per_Bathroom,2.0,Bathroom,False
P004669,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,170,Piece,Per_Bathroom,6.0,Bathroom,False
P004670,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Low,355,Piece,Per_Bathroom,2.0,Bathroom,False
P004671,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,195,Piece,Per_Bathroom,6.0,Bathroom,False
P004672,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,160,Piece,Per_Bathroom,6.0,Bathroom,False
P004673,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,180,Piece,Per_Bathroom,6.0,Bathroom,False
P004674,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,405,Piece,Per_Bathroom,2.0,Bathroom,False
P004675,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,425,Piece,Per_Bathroom,2.0,Bathroom,False
P004676,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,200,Piece,Per_Bathroom,6.0,Bathroom,False
P004677,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,180,Piece,Per_Bathroom,6.0,Bathroom,False
P004678,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,190,Piece,Per_Bathroom,6.0,Bathroom,False
P004679,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,165,Piece,Per_Bathroom,6.0,Bathroom,False
P004680,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,460,Piece,Per_Bathroom,2.0,Bathroom,False
P004681,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,220,Piece,Per_Bathroom,6.0,Bathroom,False
P004682,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,150,Piece,Per_Bathroom,6.0,Bathroom,False
P004683,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,490,Piece,Per_Bathroom,2.0,Bathroom,False
P004684,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,170,Piece,Per_Bathroom,6.0,Bathroom,False
P004685,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,410,Piece,Per_Bathroom,2.0,Bathroom,False
P004686,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,445,Piece,Per_Bathroom,2.0,Bathroom,False
P004687,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,465,Piece,Per_Bathroom,2.0,Bathroom,False
P004688,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,215,Piece,Per_Bathroom,6.0,Bathroom,False
P004689,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,430,Piece,Per_Bathroom,2.0,Bathroom,False
P004690,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,420,Piece,Per_Bathroom,2.0,Bathroom,False
P004691,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,190,Piece,Per_Bathroom,6.0,Bathroom,False
P004692,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,470,Piece,Per_Bathroom,2.0,Bathroom,False
P004693,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,170,Piece,Per_Bathroom,6.0,Bathroom,False
P004694,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,435,Piece,Per_Bathroom,2.0,Bathroom,False
P004695,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,420,Piece,Per_Bathroom,2.0,Bathroom,False
P004696,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,395,Piece,Per_Bathroom,2.0,Bathroom,False
P004697,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,490,Piece,Per_Bathroom,2.0,Bathroom,False
P004698,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,495,Piece,Per_Bathroom,2.0,Bathroom,False
P004699,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,185,Piece,Per_Bathroom,6.0,Bathroom,False
P004700,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,390,Piece,Per_Bathroom,2.0,Bathroom,False
P004701,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,405,Piece,Per_Bathroom,2.0,Bathroom,False
P004702,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,210,Piece,Per_Bathroom,6.0,Bathroom,False
P004703,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,485,Piece,Per_Bathroom,2.0,Bathroom,False
P004704,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,215,Piece,Per_Bathroom,6.0,Bathroom,False
P004705,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,365,Piece,Per_Bathroom,2.0,Bathroom,False
P004706,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,450,Piece,Per_Bathroom,2.0,Bathroom,False
P004707,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,450,Piece,Per_Bathroom,2.0,Bathroom,False
P004708,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,380,Piece,Per_Bathroom,2.0,Bathroom,False
P004709,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,400,Piece,Per_Bathroom,2.0,Bathroom,False
P004710,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,380,Piece,Per_Bathroom,2.0,Bathroom,False
P004711,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,455,Piece,Per_Bathroom,2.0,Bathroom,False
P004712,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,445,Piece,Per_Bathroom,2.0,Bathroom,False
P004713,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,165,Piece,Per_Bathroom,6.0,Bathroom,False
P004714,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,395,Piece,Per_Bathroom,2.0,Bathroom,False
P004715,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,500,Piece,Per_Bathroom,2.0,Bathroom,False
P004716,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,190,Piece,Per_Bathroom,6.0,Bathroom,False
P004717,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,210,Piece,Per_Bathroom,6.0,Bathroom,False
P004718,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,490,Piece,Per_Bathroom,2.0,Bathroom,False
P004719,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,380,Piece,Per_Bathroom,2.0,Bathroom,False
P004720,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,195,Piece,Per_Bathroom,6.0,Bathroom,False
P004721,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,185,Piece,Per_Bathroom,6.0,Bathroom,False
P004722,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,410,Piece,Per_Bathroom,2.0,Bathroom,False
P004723,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,485,Piece,Per_Bathroom,2.0,Bathroom,False
P004724,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,370,Piece,Per_Bathroom,2.0,Bathroom,False
P004725,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,365,Piece,Per_Bathroom,2.0,Bathroom,False
P004726,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,430,Piece,Per_Bathroom,2.0,Bathroom,False
P004727,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,215,Piece,Per_Bathroom,6.0,Bathroom,False
P004728,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,455,Piece,Per_Bathroom,2.0,Bathroom,False
P004729,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,395,Piece,Per_Bathroom,2.0,Bathroom,False
P004730,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,430,Piece,Per_Bathroom,2.0,Bathroom,False
P004731,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,400,Piece,Per_Bathroom,2.0,Bathroom,False
P004732,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,220,Piece,Per_Bathroom,6.0,Bathroom,False
P004733,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,415,Piece,Per_Bathroom,2.0,Bathroom,False
P004734,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,160,Piece,Per_Bathroom,6.0,Bathroom,False
P004735,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,375,Piece,Per_Bathroom,2.0,Bathroom,False
P004736,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,155,Piece,Per_Bathroom,6.0,Bathroom,False
P004737,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,175,Piece,Per_Bathroom,6.0,Bathroom,False
P004738,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,390,Piece,Per_Bathroom,2.0,Bathroom,False
P004739,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,410,Piece,Per_Bathroom,2.0,Bathroom,False
P004740,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,485,Piece,Per_Bathroom,2.0,Bathroom,False
P004741,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,215,Piece,Per_Bathroom,6.0,Bathroom,False
P004742,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,400,Piece,Per_Bathroom,2.0,Bathroom,False
P004743,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,370,Piece,Per_Bathroom,2.0,Bathroom,False
P004744,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,455,Piece,Per_Bathroom,2.0,Bathroom,False
P004745,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,450,Piece,Per_Bathroom,2.0,Bathroom,False
P004746,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,220,Piece,Per_Bathroom,6.0,Bathroom,False
P004747,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,160,Piece,Per_Bathroom,6.0,Bathroom,False
P004748,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,200,Piece,Per_Bathroom,6.0,Bathroom,False
P004749,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,395,Piece,Per_Bathroom,2.0,Bathroom,False
P004750,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,200,Piece,Per_Bathroom,6.0,Bathroom,False
P004751,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,495,Piece,Per_Bathroom,2.0,Bathroom,False
P004752,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,430,Piece,Per_Bathroom,2.0,Bathroom,False
P004753,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,485,Piece,Per_Bathroom,2.0,Bathroom,False
P004754,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,465,Piece,Per_Bathroom,2.0,Bathroom,False
P004755,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,420,Piece,Per_Bathroom,2.0,Bathroom,False
P004756,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,505,Piece,Per_Bathroom,2.0,Bathroom,False
P004757,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,405,Piece,Per_Bathroom,2.0,Bathroom,False
P004758,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,470,Piece,Per_Bathroom,2.0,Bathroom,False
P004759,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,480,Piece,Per_Bathroom,2.0,Bathroom,False
P004760,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,360,Piece,Per_Bathroom,2.0,Bathroom,False
P004761,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,390,Piece,Per_Bathroom,2.0,Bathroom,False
P004762,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,425,Piece,Per_Bathroom,2.0,Bathroom,False
P004763,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,205,Piece,Per_Bathroom,6.0,Bathroom,False
P004764,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,370,Piece,Per_Bathroom,2.0,Bathroom,False
P004765,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,210,Piece,Per_Bathroom,6.0,Bathroom,False
P004766,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,175,Piece,Per_Bathroom,6.0,Bathroom,False
P004767,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,480,Piece,Per_Bathroom,2.0,Bathroom,False
P004768,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,425,Piece,Per_Bathroom,2.0,Bathroom,False
P004769,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,200,Piece,Per_Bathroom,6.0,Bathroom,False
P004770,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,475,Piece,Per_Bathroom,2.0,Bathroom,False
P004771,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,440,Piece,Per_Bathroom,2.0,Bathroom,False
P004772,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,190,Piece,Per_Bathroom,6.0,Bathroom,False
P004773,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,470,Piece,Per_Bathroom,2.0,Bathroom,False
P004774,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,445,Piece,Per_Bathroom,2.0,Bathroom,False
P004775,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,185,Piece,Per_Bathroom,6.0,Bathroom,False
P004776,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,170,Piece,Per_Bathroom,6.0,Bathroom,False
P004777,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,155,Piece,Per_Bathroom,6.0,Bathroom,False
P004778,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,415,Piece,Per_Bathroom,2.0,Bathroom,False
P004779,Plumbing Basic,PPR Pipes,PPR Pipe,UPONOR,PPR Pipes,,Low,215,Piece,Per_Bathroom,6.0,Bathroom,False
P004780,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,150,Piece,Per_Bathroom,6.0,Bathroom,False
P004781,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,450,Piece,Per_Bathroom,2.0,Bathroom,False
P004782,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,490,Piece,Per_Bathroom,2.0,Bathroom,False
P004783,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,370,Piece,Per_Bathroom,2.0,Bathroom,False
P004784,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Low,355,Piece,Per_Bathroom,2.0,Bathroom,False
P004785,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,470,Piece,Per_Bathroom,2.0,Bathroom,False
P004786,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,195,Piece,Per_Bathroom,6.0,Bathroom,False
P004787,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,500,Piece,Per_Bathroom,2.0,Bathroom,False
P004788,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,455,Piece,Per_Bathroom,2.0,Bathroom,False
P004789,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,385,Piece,Per_Bathroom,2.0,Bathroom,False
P004790,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,460,Piece,Per_Bathroom,2.0,Bathroom,False
P004791,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,365,Piece,Per_Bathroom,2.0,Bathroom,False
P004792,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Medium,430,Piece,Per_Bathroom,2.0,Bathroom,False
P004793,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,155,Piece,Per_Bathroom,6.0,Bathroom,False
P004794,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,480,Piece,Per_Bathroom,2.0,Bathroom,False
P004795,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,210,Piece,Per_Bathroom,6.0,Bathroom,False
P004796,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,460,Piece,Per_Bathroom,2.0,Bathroom,False
P004797,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,435,Piece,Per_Bathroom,2.0,Bathroom,False
P004798,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,185,Piece,Per_Bathroom,6.0,Bathroom,False
P004799,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,395,Piece,Per_Bathroom,2.0,Bathroom,False
P004800,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,460,Piece,Per_Bathroom,2.0,Bathroom,False
P004801,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,160,Piece,Per_Bathroom,6.0,Bathroom,False
P004802,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,415,Piece,Per_Bathroom,2.0,Bathroom,False
P004803,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,445,Piece,Per_Bathroom,2.0,Bathroom,False
P004804,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,505,Piece,Per_Bathroom,2.0,Bathroom,False
P004805,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,365,Piece,Per_Bathroom,2.0,Bathroom,False
P004806,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,Medium,415,Piece,Per_Bathroom,2.0,Bathroom,False
P004807,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,390,Piece,Per_Bathroom,2.0,Bathroom,False
P004808,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,Medium,360,Piece,Per_Bathroom,2.0,Bathroom,False
P004809,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,Low,355,Piece,Per_Bathroom,2.0,Bathroom,False
P004810,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,450,Piece,Per_Bathroom,2.0,Bathroom,False
P004811,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,480,Piece,Per_Bathroom,2.0,Bathroom,False
P004812,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,Medium,375,Piece,Per_Bathroom,2.0,Bathroom,False
P004813,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,385,Piece,Per_Bathroom,2.0,Bathroom,False
P004814,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Nile,PVC Pipes,,High,435,Piece,Per_Bathroom,2.0,Bathroom,False
P004815,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,405,Piece,Per_Bathroom,2.0,Bathroom,False
P004816,Plumbing Basic,PVC Pipes,PVC Drain Pipe,UPONOR,PVC Pipes,,High,500,Piece,Per_Bathroom,2.0,Bathroom,False
P004817,Plumbing Basic,PPR Pipes,PPR Pipe,Aqua Technology,PPR Pipes,,Low,150,Piece,Per_Bathroom,6.0,Bathroom,False
P004818,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,150,Piece,Per_Bathroom,6.0,Bathroom,False
P004819,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,High,465,Piece,Per_Bathroom,2.0,Bathroom,False
P004820,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Aqua Technology,PVC Pipes,,High,505,Piece,Per_Bathroom,2.0,Bathroom,False
P004821,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,170,Piece,Per_Bathroom,6.0,Bathroom,False
P004822,Plumbing Basic,PPR Pipes,PPR Pipe,Nile,PPR Pipes,,Low,180,Piece,Per_Bathroom,6.0,Bathroom,False
P004823,Plumbing Basic,PPR Pipes,PPR Pipe,Georg Fischer,PPR Pipes,,Low,150,Piece,Per_Bathroom,6.0,Bathroom,False
P004824,Plumbing Basic,PVC Pipes,PVC Drain Pipe,Georg Fischer,PVC Pipes,,Medium,390,Piece,Per_Bathroom,2.0,Bathroom,False
P004825,Plumbing Basic,PVC Pipes,PVC Drain Pipe,El Sherif,PVC Pipes,,High,500,Piece,Per_Bathroom,2.0,Bathroom,False
P004826,Plumbing Basic,PPR Pipes,PPR Pipe,El Sherif,PPR Pipes,,Low,180,Piece,Per_Bathroom,6.0,Bathroom,False
P004827,Sanitary Ware,Rain Shower,Rain Shower,Lecico,Rain Shower,,Medium,6507,Set,Per_Master_Bathroom,1.0,Master Bathroom,True
P004828,Sanitary Ware,Pedestal,Wash Basin,GROHE,Pedestal,,Low,3979,Piece,Per_Bathroom,1.0,Bathroom,False
P004829,Sanitary Ware,Sliding Cabin,Shower Cabin,Roca,Sliding Cabin,,High,10610,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004830,Sanitary Ware,Floor Mounted,Close Coupled Toilet,GROHE,Floor Mounted,,Medium,6322,Piece,Per_Bathroom,1.0,Bathroom,False
P004831,Sanitary Ware,Sliding Cabin,Shower Cabin,Ideal Standard,Sliding Cabin,,High,10845,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004832,Sanitary Ware,Floor Mounted,Close Coupled Toilet,Roca,Floor Mounted,,High,8034,Piece,Per_Bathroom,1.0,Bathroom,False
P004833,Sanitary Ware,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Sliding Cabin,,High,8513,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004834,Sanitary Ware,Pedestal,Wash Basin,Lecico,Pedestal,,Low,1812,Piece,Per_Bathroom,1.0,Bathroom,False
P004835,Sanitary Ware,Sliding Cabin,Shower Cabin,Lecico,Sliding Cabin,,Medium,7316,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004836,Sanitary Ware,Sliding Cabin,Shower Cabin,Ideal Standard,Sliding Cabin,,Medium,7541,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004837,Sanitary Ware,Rain Shower,Rain Shower,GROHE,Rain Shower,,High,10602,Set,Per_Master_Bathroom,1.0,Master Bathroom,True
P004838,Sanitary Ware,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Floor Mounted,,Low,4917,Piece,Per_Bathroom,1.0,Bathroom,False
P004839,Sanitary Ware,Rain Shower,Rain Shower,Lecico,Rain Shower,,High,10877,Set,Per_Master_Bathroom,1.0,Master Bathroom,True
P004840,Sanitary Ware,Pedestal,Wash Basin,Roca,Pedestal,,Low,3572,Piece,Per_Bathroom,1.0,Bathroom,False
P004841,Sanitary Ware,Rain Shower,Rain Shower,Ceramica Cleopatra,Rain Shower,,High,10910,Set,Per_Master_Bathroom,1.0,Master Bathroom,True
P004842,Sanitary Ware,Sliding Cabin,Shower Cabin,Roca,Sliding Cabin,,Medium,7038,Piece,Per_Master_Bathroom,1.0,Master Bathroom,True
P004843,Sanitary Ware,Floor Mounted,Close Coupled Toilet,Lecico,Floor Mounted,,High,7876,Piece,Per_Bathroom,1.0,Bathroom,False
P004844,Sanitary Ware,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Floor Mounted,,High,8229,Piece,Per_Bathroom,1.0,Bathroom,False
P004845,Sanitary Ware,Floor Mounted,Close Coupled Toilet,GROHE,Floor Mounted,,Medium,6781,Piece,Per_Bathroom,1.0,Bathroom,False
P004846,Sanitary Ware,Rain Shower,Rain Shower,Roca,Rain Shower,,High,9800,Set,Per_Master_Bathroom,1.0,Master Bathroom,True
