Brand,Product_Name,Floor_Type,Subcategory,Grade,Size_cm,Application,Quality_Level,Quality_Score,Unit,Waste_Factor,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Size_Length_cm,Size_Width_cm,Tile_Area_m2,Price_per_m2,Price_Efficiency,Value_for_Money_Score
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,657,Flooring,60.0,120.0,0.72,657.0,0.8310502283105022,6.16
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,750,Flooring,60.0,120.0,0.72,750.0,0.728,6.86
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,276,Flooring,60.0,60.0,0.36,276.0,1.9782608695652173,8.46
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,260,Flooring,60.0,60.0,0.36,260.0,2.1,8.5
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,554,Flooring,60.0,120.0,0.72,554.0,0.9855595667870036,7.37
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,303,Flooring,60.0,60.0,0.36,303.0,1.801980198019802,9.0
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,559,Flooring,60.0,120.0,0.72,559.0,0.9767441860465116,6.45
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,737,Flooring,60.0,120.0,0.72,737.0,0.7408412483039348,6.88
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,547,Flooring,60.0,120.0,0.72,547.0,0.9981718464351006,5.6
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,460,Flooring,60.0,120.0,0.72,460.0,1.1869565217391305,7.77
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,236,Flooring,60.0,60.0,0.36,236.0,2.3135593220338984,9.4
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,248,Flooring,60.0,60.0,0.36,248.0,2.2016129032258065,9.4
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,540,Flooring,60.0,120.0,0.72,540.0,1.011111111111111,5.62
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,716,Flooring,60.0,120.0,0.72,716.0,0.7625698324022346,5.13
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,268,Flooring,60.0,60.0,0.36,268.0,2.037313432835821,8.5
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,289,Flooring,60.0,60.0,0.36,289.0,1.8892733564013842,7.38
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,856,Flooring,60.0,120.0,0.72,856.0,0.6378504672897196,4.88
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,801,Flooring,60.0,120.0,0.72,801.0,0.6816479400749064,4.96
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,502,Flooring,60.0,120.0,0.72,502.0,1.0876494023904382,7.58
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,563,Flooring,60.0,120.0,0.72,563.0,0.9698046181172292,6.44
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,655,Flooring,60.0,120.0,0.72,655.0,0.833587786259542,7.07
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,324,Flooring,60.0,60.0,0.36,324.0,1.6851851851851851,8.77
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,232,Flooring,60.0,60.0,0.36,232.0,2.353448275862069,8.5
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,858,Flooring,60.0,120.0,0.72,858.0,0.6363636363636364,6.67
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,600,Flooring,60.0,120.0,0.72,600.0,0.91,7.22
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,378,Flooring,60.0,60.0,0.36,378.0,1.4444444444444444,6.49
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,553,Flooring,60.0,120.0,0.72,553.0,0.9873417721518988,7.37
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,724,Flooring,60.0,120.0,0.72,724.0,0.7541436464088398,6.91
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,296,Flooring,60.0,60.0,0.36,296.0,1.8445945945945945,9.09
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,545,Flooring,60.0,120.0,0.72,545.0,1.001834862385321,5.6
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,346,Flooring,60.0,60.0,0.36,346.0,1.5780346820809248,7.66
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,169,Flooring,60.0,60.0,0.36,169.0,3.230769230769231,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,536,Flooring,60.0,120.0,0.72,536.0,1.0186567164179106,5.64
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,642,Flooring,60.0,120.0,0.72,642.0,0.8504672897196262,7.1
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,597,Flooring,60.0,120.0,0.72,597.0,0.914572864321608,7.23
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,261,Flooring,60.0,60.0,0.36,261.0,2.0919540229885056,8.5
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,716,Flooring,60.0,120.0,0.72,716.0,0.7625698324022346,5.13
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,729,Flooring,60.0,120.0,0.72,729.0,0.7489711934156379,6.0
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,924,Flooring,60.0,120.0,0.72,924.0,0.5909090909090909,6.58
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,856,Flooring,60.0,120.0,0.72,856.0,0.6378504672897196,5.78
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,540,Flooring,60.0,120.0,0.72,540.0,1.011111111111111,6.52
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,934,Flooring,60.0,120.0,0.72,934.0,0.5845824411134903,4.77
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,687,Flooring,60.0,120.0,0.72,687.0,0.7947598253275109,6.09
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,261,Flooring,60.0,60.0,0.36,261.0,2.0919540229885056,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,690,Flooring,60.0,120.0,0.72,690.0,0.7913043478260869,6.08
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,516,Flooring,60.0,120.0,0.72,516.0,1.058139534883721,5.72
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,332,Flooring,60.0,60.0,0.36,332.0,1.644578313253012,7.79
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,244,Flooring,60.0,60.0,0.36,244.0,2.237704918032787,9.4
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,195,Flooring,60.0,60.0,0.36,195.0,2.8,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,652,Flooring,60.0,120.0,0.72,652.0,0.8374233128834356,5.27
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,845,Flooring,60.0,120.0,0.72,845.0,0.6461538461538462,6.69
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,224,Flooring,60.0,60.0,0.36,224.0,2.4375,7.6
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,913,Flooring,60.0,120.0,0.72,913.0,0.5980284775465499,5.7
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,572,Flooring,60.0,120.0,0.72,572.0,0.9545454545454546,7.31
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,279,Flooring,60.0,60.0,0.36,279.0,1.956989247311828,7.51
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,321,Flooring,60.0,60.0,0.36,321.0,1.7009345794392523,7.9
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,346,Flooring,60.0,60.0,0.36,346.0,1.5780346820809248,7.66
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,603,Flooring,60.0,120.0,0.72,603.0,0.9054726368159204,7.21
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,840,Flooring,60.0,120.0,0.72,840.0,0.65,4.9
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,224,Flooring,60.0,60.0,0.36,224.0,2.4375,9.4
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,224,Flooring,60.0,60.0,0.36,224.0,2.4375,8.5
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,226,Flooring,60.0,60.0,0.36,226.0,2.415929203539823,8.5
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,508,Flooring,60.0,120.0,0.72,508.0,1.0748031496062993,7.55
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,253,Flooring,60.0,60.0,0.36,253.0,2.158102766798419,8.5
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,317,Flooring,60.0,60.0,0.36,317.0,1.722397476340694,7.04
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,204,Flooring,60.0,60.0,0.36,204.0,2.676470588235294,8.5
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,746,Flooring,60.0,120.0,0.72,746.0,0.7319034852546917,5.06
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,321,Flooring,60.0,60.0,0.36,321.0,1.7009345794392523,8.8
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,734,Flooring,60.0,120.0,0.72,734.0,0.7438692098092643,5.99
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,278,Flooring,60.0,60.0,0.36,278.0,1.9640287769784173,8.43
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,612,Flooring,60.0,120.0,0.72,612.0,0.8921568627450981,7.18
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,704,Flooring,60.0,120.0,0.72,704.0,0.7755681818181818,6.05
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,728,Flooring,60.0,120.0,0.72,728.0,0.75,5.1
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,801,Flooring,60.0,120.0,0.72,801.0,0.6816479400749064,5.86
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,267,Flooring,60.0,60.0,0.36,267.0,2.044943820224719,9.4
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,674,Flooring,60.0,120.0,0.72,674.0,0.8100890207715133,6.12
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,947,Flooring,60.0,120.0,0.72,947.0,0.5765575501583949,4.75
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,559,Flooring,60.0,120.0,0.72,559.0,0.9767441860465116,7.35
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,221,Flooring,60.0,60.0,0.36,221.0,2.4705882352941178,7.6
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,743,Flooring,60.0,120.0,0.72,743.0,0.7348586810228802,5.07
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,492,Flooring,60.0,120.0,0.72,492.0,1.1097560975609757,6.72
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,299,Flooring,60.0,60.0,0.36,299.0,1.826086956521739,9.05
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring,60.0,60.0,0.36,284.0,1.9225352112676057,8.35
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,276,Flooring,60.0,60.0,0.36,276.0,1.9782608695652173,9.36
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,330,Flooring,60.0,60.0,0.36,330.0,1.6545454545454545,8.71
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,358,Flooring,60.0,60.0,0.36,358.0,1.5251396648044693,7.55
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,730,Flooring,60.0,120.0,0.72,730.0,0.7479452054794521,6.9
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,600,Flooring,60.0,120.0,0.72,600.0,0.91,6.32
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,270,Flooring,60.0,60.0,0.36,270.0,2.022222222222222,8.5
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,657,Flooring,60.0,120.0,0.72,657.0,0.8310502283105022,5.26
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,528,Flooring,60.0,120.0,0.72,528.0,1.0340909090909092,6.57
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,855,Flooring,60.0,120.0,0.72,855.0,0.6385964912280702,6.68
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,236,Flooring,60.0,60.0,0.36,236.0,2.3135593220338984,7.6
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,371,Flooring,60.0,60.0,0.36,371.0,1.471698113207547,8.34
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,280,Flooring,60.0,60.0,0.36,280.0,1.95,7.5
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,757,Flooring,60.0,120.0,0.72,757.0,0.7212681638044914,6.84
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,752,Flooring,60.0,120.0,0.72,752.0,0.726063829787234,5.95
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,182,Flooring,60.0,60.0,0.36,182.0,3.0,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,531,Flooring,60.0,120.0,0.72,531.0,1.0282485875706215,5.66
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,858,Flooring,60.0,120.0,0.72,858.0,0.6363636363636364,5.77
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,592,Flooring,60.0,120.0,0.72,592.0,0.9222972972972973,6.34
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,6.12
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,767,Flooring,60.0,120.0,0.72,767.0,0.711864406779661,5.02
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,247,Flooring,60.0,60.0,0.36,247.0,2.210526315789474,9.4
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,727,Flooring,60.0,120.0,0.72,727.0,0.7510316368638239,6.9
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,550,Flooring,60.0,120.0,0.72,550.0,0.9927272727272727,5.59
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,525,Flooring,60.0,120.0,0.72,525.0,1.04,5.68
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,552,Flooring,60.0,120.0,0.72,552.0,0.9891304347826086,7.38
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,264,Flooring,60.0,60.0,0.36,264.0,2.0681818181818183,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,522,Flooring,60.0,120.0,0.72,522.0,1.0459770114942528,7.49
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring,60.0,60.0,0.36,265.0,2.060377358490566,8.5
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,740,Flooring,60.0,120.0,0.72,740.0,0.7378378378378379,6.88
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,568,Flooring,60.0,120.0,0.72,568.0,0.9612676056338029,6.42
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,667,Flooring,60.0,120.0,0.72,667.0,0.8185907046476761,5.24
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,584,Flooring,60.0,120.0,0.72,584.0,0.934931506849315,6.37
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,280,Flooring,60.0,60.0,0.36,280.0,1.95,9.3
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,770,Flooring,60.0,120.0,0.72,770.0,0.7090909090909091,5.02
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,534,Flooring,60.0,120.0,0.72,534.0,1.0224719101123596,7.44
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,947,Flooring,60.0,120.0,0.72,947.0,0.5765575501583949,6.55
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,813,Flooring,60.0,120.0,0.72,813.0,0.6715867158671587,5.84
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,240,Flooring,60.0,60.0,0.36,240.0,2.275,7.6
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,173,Flooring,60.0,60.0,0.36,173.0,3.1560693641618496,8.5
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,230,Flooring,60.0,60.0,0.36,230.0,2.373913043478261,7.6
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,676,Flooring,60.0,120.0,0.72,676.0,0.8076923076923077,7.02
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,496,Flooring,60.0,120.0,0.72,496.0,1.1008064516129032,6.7
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,438,Flooring,60.0,120.0,0.72,438.0,1.2465753424657535,6.99
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,612,Flooring,60.0,120.0,0.72,612.0,0.8921568627450981,5.38
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,844,Flooring,60.0,120.0,0.72,844.0,0.6469194312796208,5.79
