Brand,Product_Name,Category,Specification,Application,Power_W,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2698,Modern Chandelier,Not Applicable,High: > 2252,1,2698,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1565,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1565,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3077,Modern Chandelier,Not Applicable,High: > 2252,1,3077,Electrical
Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,111,LED Downlight,Not Applicable,Low: <= 174,8,888,Electrical
Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Medium,8.8,Piece,Per_Reception,8,Reception,False,177,LED Downlight,Not Applicable,Medium: 174 - 2252,8,1416,Electrical
Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,78,LED Downlight,Not Applicable,Low: <= 174,8,624,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1722,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1722,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1356,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1356,Electrical
Venus Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,146,LED Bulb,Not Applicable,Low: <= 174,4,584,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3313,Modern Chandelier,Not Applicable,High: > 2252,1,3313,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2706,Modern Chandelier,Not Applicable,High: > 2252,1,2706,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,122,LED Downlight,Not Applicable,Low: <= 174,8,976,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,81,LED Downlight,Not Applicable,Low: <= 174,8,648,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2266,Modern Chandelier,Not Applicable,High: > 2252,1,2266,Electrical
Osram,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,147,LED Bulb,Not Applicable,Low: <= 174,4,588,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2413,Modern Chandelier,Not Applicable,High: > 2252,1,2413,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2346,Modern Chandelier,Not Applicable,High: > 2252,1,2346,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1504,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1504,Electrical
Philips,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,81,LED Bulb,Not Applicable,Low: <= 174,4,324,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1457,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1457,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1447,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1447,Electrical
Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,55,LED Downlight,Not Applicable,Low: <= 174,8,440,Electrical
Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,76,LED Downlight,Not Applicable,Low: <= 174,8,608,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3461,Modern Chandelier,Not Applicable,High: > 2252,1,3461,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3435,Modern Chandelier,Not Applicable,High: > 2252,1,3435,Electrical
El Sewedy Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,165,LED Downlight,Not Applicable,Low: <= 174,8,1320,Electrical
Philips,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,65,LED Spotlight,Not Applicable,Low: <= 174,4,260,Electrical
Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,113,LED Downlight,Not Applicable,Low: <= 174,8,904,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3032,Modern Chandelier,Not Applicable,High: > 2252,1,3032,Electrical
Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,134,LED Downlight,Not Applicable,Low: <= 174,8,1072,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1985,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1985,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2981,Modern Chandelier,Not Applicable,High: > 2252,1,2981,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1221,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1221,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1294,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1294,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2998,Modern Chandelier,Not Applicable,High: > 2252,1,2998,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2886,Modern Chandelier,Not Applicable,High: > 2252,1,2886,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2782,Modern Chandelier,Not Applicable,High: > 2252,1,2782,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3237,Modern Chandelier,Not Applicable,High: > 2252,1,3237,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1245,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1245,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2066,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2066,Electrical
El Sewedy Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,114,LED Downlight,Not Applicable,Low: <= 174,8,912,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1802,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1802,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3285,Modern Chandelier,Not Applicable,High: > 2252,1,3285,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2279,Modern Chandelier,Not Applicable,High: > 2252,1,2279,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2742,Modern Chandelier,Not Applicable,High: > 2252,1,2742,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1511,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1511,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3401,Modern Chandelier,Not Applicable,High: > 2252,1,3401,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2979,Modern Chandelier,Not Applicable,High: > 2252,1,2979,Electrical
Osram,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,154,LED Bulb,Not Applicable,Low: <= 174,4,616,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,67,LED Downlight,Not Applicable,Low: <= 174,8,536,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2088,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2088,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3448,Modern Chandelier,Not Applicable,High: > 2252,1,3448,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2075,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2075,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3429,Modern Chandelier,Not Applicable,High: > 2252,1,3429,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2142,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2142,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2482,Modern Chandelier,Not Applicable,High: > 2252,1,2482,Electrical
Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,73,LED Downlight,Not Applicable,Low: <= 174,8,584,Electrical
El Sewedy Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,145,LED Downlight,Not Applicable,Low: <= 174,8,1160,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2157,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2157,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1877,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1877,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1357,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1357,Electrical
Opple,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,88,LED Bulb,Not Applicable,Low: <= 174,4,352,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3473,Modern Chandelier,Not Applicable,High: > 2252,1,3473,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3020,Modern Chandelier,Not Applicable,High: > 2252,1,3020,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Medium,8.8,Piece,Per_Reception,8,Reception,False,176,LED Downlight,Not Applicable,Medium: 174 - 2252,8,1408,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1890,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1890,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1284,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1284,Electrical
Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,166,LED Spotlight,Not Applicable,Low: <= 174,4,664,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1372,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1372,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1839,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1839,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2435,Modern Chandelier,Not Applicable,High: > 2252,1,2435,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1251,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1251,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2162,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2162,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2868,Modern Chandelier,Not Applicable,High: > 2252,1,2868,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2471,Modern Chandelier,Not Applicable,High: > 2252,1,2471,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3143,Modern Chandelier,Not Applicable,High: > 2252,1,3143,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,144,LED Downlight,Not Applicable,Low: <= 174,8,1152,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1856,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1856,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1296,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1296,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3348,Modern Chandelier,Not Applicable,High: > 2252,1,3348,Electrical
Opple,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,169,LED Downlight,Not Applicable,Low: <= 174,8,1352,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1328,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1328,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1581,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1581,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1232,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1232,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1705,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1705,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,2084,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,2084,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2413,Modern Chandelier,Not Applicable,High: > 2252,1,2413,Electrical
Opple,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,130,LED Spotlight,Not Applicable,Low: <= 174,4,520,Electrical
Osram,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,141,LED Spotlight,Not Applicable,Low: <= 174,4,564,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1712,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1712,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2589,Modern Chandelier,Not Applicable,High: > 2252,1,2589,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2311,Modern Chandelier,Not Applicable,High: > 2252,1,2311,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2639,Modern Chandelier,Not Applicable,High: > 2252,1,2639,Electrical
El Sewedy Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1781,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1781,Electrical
Venus Electric,LED Downlight,Electrical,18W Recessed,Reception,18,Medium,8.8,Piece,Per_Reception,8,Reception,False,178,LED Downlight,Not Applicable,Medium: 174 - 2252,8,1424,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3237,Modern Chandelier,Not Applicable,High: > 2252,1,3237,Electrical
Opple,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,166,LED Bulb,Not Applicable,Low: <= 174,4,664,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2787,Modern Chandelier,Not Applicable,High: > 2252,1,2787,Electrical
Philips,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,116,LED Downlight,Not Applicable,Low: <= 174,8,928,Electrical
Osram,LED Downlight,Electrical,18W Recessed,Reception,18,Low,8.8,Piece,Per_Reception,8,Reception,False,136,LED Downlight,Not Applicable,Low: <= 174,8,1088,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1618,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1618,Electrical
Osram,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,3424,Modern Chandelier,Not Applicable,High: > 2252,1,3424,Electrical
El Sewedy Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,66,LED Bulb,Not Applicable,Low: <= 174,4,264,Electrical
El Sewedy Electric,LED Bulb,Electrical,9W,Bedrooms,9,Low,7.2,Piece,Per_Room,4,Bedroom,False,159,LED Bulb,Not Applicable,Low: <= 174,4,636,Electrical
Opple,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2850,Modern Chandelier,Not Applicable,High: > 2252,1,2850,Electrical
Venus Electric,Modern Chandelier,Electrical,6 Lights LED,Reception,36,High,8.5,Piece,Per_Reception,1,Reception,True,2649,Modern Chandelier,Not Applicable,High: > 2252,1,2649,Electrical
Philips,Modern Chandelier,Electrical,6 Lights LED,Reception,36,Medium,8.5,Piece,Per_Reception,1,Reception,True,1237,Modern Chandelier,Not Applicable,Medium: 174 - 2252,1,1237,Electrical
Philips,LED Spotlight,Electrical,7W Recessed,Bedrooms,7,Low,7.5,Piece,Per_Room,4,Bedroom,False,112,LED Spotlight,Not Applicable,Low: <= 174,4,448,Electrical
