Brand,Product_Name,Category,Product_Type,Application,Specification,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7673,Floor Mounted,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10470,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6723,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10451,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6682,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10227,Sliding Cabin,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10001,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8339,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9874,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5142,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3807,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8391,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10091,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9318,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9568,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6314,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6834,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8047,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7781,Sliding Cabin,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6915,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4753,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4905,Sliding Cabin,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4080,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5838,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2341,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8894,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6376,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6867,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8169,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4717,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3781,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6173,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9501,Rain Shower,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1914,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8516,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6565,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7225,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3555,Pedestal,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4055,Pedestal,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9652,Rain Shower,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10783,Rain Shower,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10521,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10067,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9790,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8875,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7448,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7611,Floor Mounted,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7054,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2788,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8554,Rain Shower,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6163,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3728,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7512,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4661,Rain Shower,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9571,Sliding Cabin,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8548,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4057,Pedestal,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8909,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3633,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9121,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5392,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2135,Pedestal,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3524,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8165,Floor Mounted,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2368,Pedestal,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6711,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10736,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2639,Pedestal,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6290,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5478,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2375,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7746,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10345,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6480,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4830,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4007,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9379,Rain Shower,Not Applicable,High: > 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9351,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5442,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3092,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4404,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3587,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7952,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8588,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10330,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6943,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10295,Rain Shower,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4914,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5846,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7966,Floor Mounted,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2016,Pedestal,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7092,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10323,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2024,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2203,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3855,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10169,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4911,Sliding Cabin,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5013,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8491,Floor Mounted,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8829,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10231,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4756,Rain Shower,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9818,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2279,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4313,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8435,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2321,Pedestal,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10971,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5354,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5157,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8117,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4227,Floor Mounted,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7120,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7319,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1995,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7354,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8169,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6301,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8576,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6255,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4815,Rain Shower,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7257,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5290,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1825,Pedestal,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3917,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9957,Rain Shower,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9269,Sliding Cabin,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6302,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5430,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6443,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10311,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7539,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7542,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7034,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5405,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
