Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5722,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6074,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6752,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7398,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4809,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6701,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3914,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4931,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6867,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6317,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5615,Doors,Interior,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7460,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4664,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11238,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4574,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4296,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6141,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4663,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5242,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11127,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3438,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4045,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5356,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4855,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5575,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4920,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5419,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5267,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3329,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4988,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5090,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4976,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14489,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12976,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5555,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10248,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5356,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4584,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9731,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11453,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9928,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10997,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6876,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10030,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12423,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3744,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5729,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3367,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5841,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12850,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13458,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5154,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4765,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3369,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4242,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7276,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4244,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5984,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13851,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5864,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5355,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14488,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7300,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13288,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5114,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13984,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6022,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3241,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5897,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6690,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12679,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5715,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9997,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4935,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3644,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4796,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4990,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4877,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10981,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13937,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3658,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11498,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5722,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9966,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4909,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5087,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3465,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7117,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11215,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6152,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9825,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13639,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5220,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5865,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4741,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11171,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11519,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5738,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5989,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4713,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9621,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6929,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5673,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4468,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11013,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11273,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4171,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4312,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14434,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5652,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5414,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11721,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12803,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11669,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5714,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3321,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11151,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13161,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7391,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5355,Doors,Interior,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7087,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4901,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4600,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3866,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4772,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5437,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3649,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6753,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3992,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7342,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3814,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6094,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7181,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4518,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4079,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5979,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10561,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5714,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6740,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13234,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4368,Doors,Interior,Not Applicable,Low: <= 5307
