Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2756,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2186,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1687,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2689,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2947,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2819,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2031,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2926,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2600,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1809,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1797,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2996,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2677,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2980,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1869,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2111,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2859,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1975,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,163,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2068,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2605,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2096,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2936,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2782,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1615,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2827,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2970,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2602,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2978,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3084,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2755,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2007,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2196,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2839,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2724,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1806,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2754,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1626,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2181,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2776,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1676,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1752,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2619,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,66,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3093,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2719,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1805,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,66,Electrical,Sockets,Not Applicable,Low: <= 1966
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,134,Electrical,Sockets,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1953,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1966,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2069,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2825,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2928,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2884,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2770,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3080,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1944,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2822,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3050,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2913,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1886,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2723,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2037,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,129,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1974,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1924,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1821,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2107,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2623,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2047,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1969,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1736,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1785,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2196,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,96,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2127,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,108,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,76,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2847,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2941,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1659,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2928,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1628,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1934,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2696,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2135,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1651,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,139,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2607,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1956,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,95,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1716,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2740,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3018,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2742,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2169,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2600,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1841,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1707,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1838,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1747,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2178,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,119,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1835,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2657,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1873,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1875,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,71,Electrical,Sockets,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2706,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3007,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2634,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1979,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3083,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2877,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2816,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,97,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2673,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1889,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1666,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1616,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1961,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,115,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2059,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2678,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1617,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2887,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2747,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2027,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1989,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,174,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1980,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2725,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2899,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2804,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2130,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1840,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,133,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,86,Electrical,Sockets,Not Applicable,Low: <= 1966
